banco;comercio;tipo;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Banco Falabella;Jalisco;Restaurante que rinde homenaje a la gastronomía mexicana tradicional;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Parque Arauco; Open Kennedy; Vivo Panomarico";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sog-jalisco;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo / Válido en locales: / - Parque Arauco / - Open Kennedy / - Vivo Panomarico
Banco Falabella;La argentina;"La pizzería argentina es una tradición culinaria nacida de la inmigración italiana, caracterizada por la ""pizza al molde";40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a viernes);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall plaza Oeste: Lunes a miercoles; Mall Florida Center: Lunes a domingo; Mall plaza Tobalaba: Lunes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-04 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-argentina;Conoce el detalle / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a viernes / Válido en local: / - Mall plaza Oeste: Lunes a miercoles / - Mall Florida Center: Lunes a domingo / - Mall plaza Tobalaba: Lunes a domingo / - Vivo Panoramico : Lunes a domingo / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales.
Banco Falabella;Meson del marinero;Restaurante especializado en pescados y mariscos ubicado en el 4.º piso del Open Kennedy / Parque Arauco;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00hrs: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00hrs: miércoles a domingo; Mallplaza Antofagasta: lunes a miércoles";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago, Región de Antofagasta;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sog-meson-del-marinero;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00hrs: miércoles a domingo / - Mallplaza Antofagasta: lunes a miércoles.
Banco Falabella;Muu Steak;Es una cadena de restaurantes en Chile, parte del Grupo Mil Sabores, especializada en cortes de carne de alta calidad y;40% (40% dcto con CMR y 30% con Débito Banco Falabella. Ambas sin tope.);1;Sin tope;Lunes, Martes;;Alto Las Condes: Lunes y Martes;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/muu-steak;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. Ambas sin tope. / Condiciones: / - Alto Las Condes: Lunes y Martes / - Exclusivo presencial
Banco Falabella;MISCELANEO;Restaurante que fusiona sabores internacionales en un ambiente moderno;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella.);40;Sin Tope;Martes, Miércoles, Jueves, Viernes, Sábado;;Av. Santa María, 5870, Torre Oriente B 15, Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2025-09-29 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/miscelaneo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella. / Válido en locales: / - Av. Santa María, 5870, Torre Oriente B 15, Vitacura, Región Metropolitana / - Martes a Sábado / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Miscelaneo
Banco Falabella;Exò Nuit;Exò Nuit es un restaurante y bar contemporáneo en Vitacura, Santiago;40%;40;Sin tope;Martes, Miércoles, Jueves, Viernes, Sábado;;Candelaria Goyenechea 3868, 7630315 Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-03 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/exo-nuit;Sigue estos pasos /  / - Has tu reserva en EXO / - Candelaria Goyenechea 3868, 7630315 Vitacura, Región Metropolitana / Condiciones: / - Exclusivo presencial y online / - No acumulable sobre otras promociones
Banco Falabella;Cantina Montt;Cantina Montt es un popular bar de barrio ubicado en la comuna de Providencia, en Santiago de Chile;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes y sábados);40;Sin Tope;Martes, Sábado;;Avenida Manuel Montt 1201, Providencia;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-06 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/cantina-montt;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes y sábados / Condiciones: / - El descuento no es acumulable con otras promociones / - Exclusivo presencial / Dirección: Avenida Manuel Montt 1201, Providencia
Banco Falabella;Kechua;Restaurante inspirado en la cocina peruana, con platos tradicionales y fusión;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; Kechua BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/borderio-kechua;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - Kechua BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;Krossbar;Bar cervecero que ofrece variedades artesanales de la reconocida marca Kross;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; Krossbar BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/martes-de-borderio-krossbar;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - Krossbar BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;Tropera Drugstore;Tropera Drugstore es un bar‑restaurante y cervecería artesanal que combina su propia línea de cervezas Tropera con una p;40% (40% dcto pagando con CMR y 30% dcto pagando con débito sin tope.);40;Sin tope;Miércoles;;Andrés de Fuenzalida 48, Providencia;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/tropera-drugstore;40% dcto pagando con CMR y 30% dcto pagando con débito sin tope. / Dirección: Andrés de Fuenzalida 48, Providencia. / Condiciones: / - Excluye promociones, descuentos y facturas / - Exclusivamente presencial
Banco Falabella;Danés;Restaurante ubicado en Santiago, reconocido por su cocina chilena y platos tradicionales;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;Cristobal Colon 4455, Las Condes, Región Metropolitana;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/danes;Sigue estos pasos /  / - Has tu reserva en Danés / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / *Dirección: Cristobal Colon 4455, Las Condes, Región Metropolitana
Banco Falabella;Nelí;Nelí es un restaurante contemporáneo del grupo Margó que destaca por su propuesta gastronómica versátil: aperitivos crea;40% (40% dcto sin tope pagando con CMR y 30% dcto sin tope pagando con débito Banco Falabella);40;Sin Tope;Miércoles;;Boulevard Parque Arauco - Av. Pdte. Kennedy 5413, local 363 A, piso 1, Las Condes;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/neli;40% dcto sin tope pagando con CMR y 30% dcto sin tope pagando con débito Banco Falabella / - Boulevard Parque Arauco - Av. Pdte. Kennedy 5413, local 363 A, piso 1, Las Condes / Condiciones: / - No acumulable con otras promociones / - Exclusivo presencial / - Válido día miércoles
Banco Falabella;La santoría;Restaurante que fusiona sabores chilenos con propuestas modernas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a domingo);40;Sin Tope;Miércoles, Jueves, Viernes, Sábado, Domingo;;La Santoría: Manuel Montt 422, Providencia;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-santoria;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a domingo / Válido en locales: / - La Santoría: Manuel Montt 422, Providencia / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en La Santoría
Banco Falabella;Tigre Bravo;Tigre Bravo es la vibrante propuesta del chef Emilio Peschiera, pionero de la cocina peruana en Chile;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Miércoles;;Mall Arauco Maipú;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/tigre-bravo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Arauco Maipú / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Tigre Bravo
Banco Falabella;Kato;Kató Tasty Caos es un restaurante pan-asiático ubicado en Isidora Goyenechea 3275, Las Condes, Santiago (Región Metropol;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Sábado, Domingo;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-02-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/kato;Sigue estos pasos /  / - Has tu reserva en Kato / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;Roberta Ostería;Roberta Ostería es una propuesta moderna ubicada en Viña del Mar y Reñaca, especializada en pizzas napolitanas al horno;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2025-11-29 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/roberta-osteria;Sigue estos pasos /  / - Has tu reserva en Roberta Osteria / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los miércoles
Banco Falabella;Sushi & Burger Home;Sushi & Burger Home es una propuesta gastronómica que fusiona sushi y hamburguesas gourmet en un mismo lugar, con un est;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles);40;Sin Tope;Miércoles;;"Viña del Mar y Reñaca; Sushi & Burger Home";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2026-06-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sushi-y-burger-home;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles / Válido en locales: / - Sushi & Burger Home / - Todos los Miercoles / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Sushi & Burger Home
Banco Falabella;Sushi Home;Sushi Home se define como una experiencia gastronómica nikkei , que va más allá de un simple restaurante de sushi;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los jueves);40;Sin Tope;Jueves;;"Reñaca; Sushi Home";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sushi-home;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los jueves / Válido en locales: / - Sushi Home / - Todos los jueves / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Sushi Home
Banco Falabella;Boreal bar Rancagua;Bar y lounge ubicado en Miguel Ramírez 715, con terraza y horario extendido hasta las 3 AM;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;"Rancagua; Av. Miguel Ramírez 715, Rancagua. Región de O'Higgins";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de O'Higgins;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/boreal-bar-rancagua;Sigue estos pasos /  / - Has tu reserva en Boreal bar Rancagua / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los miércoles / *Dirección: Av. Miguel Ramírez 715, Rancagua. Región de O'Higgins.
Banco Falabella;Barros Negros;Restaurante Barros Negros es un local gastronómico ubicado en Machalí, que se caracteriza por ser un lugar cálido y acog;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de O'Higgins;2026-05-31 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/barros-negros;Sigue estos pasos /  / - Has tu reserva en Barros Negros / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;La Fabrica Talca;Restobar en 2 Oriente #1254, con cocina americana, hamburguesas, ceviches y coctelería creativa;40 (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Martes;;"Talca; Av. 2 Ote. 1254, Talca, Región del Maule";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Maule;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-fabrica-talca;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los martes / *Dirección: Av. 2 Ote. 1254, Talca, Región del Maule.
Banco Falabella;Taurus Steak Bar Chillan;Taurus Steakbar en Chillán es un destacado restaurante de carnes con más de 25 años de experiencia, posicionado como el;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes);40;Sin Tope;Martes;;"Chillan; Taurus Steak Bar Chillan";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Ñuble;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/taurus-steak-bar-chillan;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes / Válido en locales: / - Taurus Steak Bar Chillan / - Todos los Martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Taurus Steak Bar Chillan
